taxon	sequenceID	pubmed_id	segment	host_sci_name	isolate	country	collection_year
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887992	MH887992	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887993	MH887993	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887994	MH887994	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887995	MH887995	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887996	MH887996	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887997	MH887997	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887998	MH887998	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH887999	MH887999	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888000	MH888000	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888001	MH888001	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888002	MH888002	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888003	MH888003	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888004	MH888004	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888005	MH888005	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888006	MH888006	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888007	MH888007	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MH888008	MH888008	30332564	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107842	MK107842	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107843	MK107843	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107844	MK107844	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107845	MK107845	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107846	MK107846	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107847	MK107847	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107848	MK107848	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107849	MK107849	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107850	MK107850	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107851	MK107851	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107852	MK107852	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107853	MK107853	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107854	MK107854	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107855	MK107855	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107856	MK107856	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107857	MK107857	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107858	MK107858	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107859	MK107859	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107860	MK107860	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107861	MK107861	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107862	MK107862	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107863	MK107863	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107864	MK107864	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107865	MK107865	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107866	MK107866	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107867	MK107867	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107868	MK107868	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107869	MK107869	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107870	MK107870	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107871	MK107871	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107872	MK107872	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107873	MK107873	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107874	MK107874	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107875	MK107875	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107876	MK107876	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107877	MK107877	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107878	MK107878	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107879	MK107879	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107880	MK107880	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107881	MK107881	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107882	MK107882	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107883	MK107883	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107884	MK107884	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107885	MK107885	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107886	MK107886	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107887	MK107887	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107888	MK107888	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107889	MK107889	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107890	MK107890	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107891	MK107891	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107892	MK107892	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107893	MK107893	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107894	MK107894	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107895	MK107895	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK107896	MK107896	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117826	MK117826	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117827	MK117827	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117828	MK117828	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117829	MK117829	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117830	MK117830	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117831	MK117831	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117832	MK117832	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117833	MK117833	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117834	MK117834	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117835	MK117835	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117836	MK117836	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117837	MK117837	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117838	MK117838	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117839	MK117839	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117840	MK117840	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117841	MK117841	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117842	MK117842	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117843	MK117843	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117844	MK117844	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117845	MK117845	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117866	MK117866	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117867	MK117867	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117868	MK117868	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117869	MK117869	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117870	MK117870	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117871	MK117871	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117872	MK117872	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117873	MK117873	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117874	MK117874	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117875	MK117875	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117876	MK117876	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117877	MK117877	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117878	MK117878	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117879	MK117879	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117880	MK117880	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117881	MK117881	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117882	MK117882	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117883	MK117883	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117884	MK117884	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117885	MK117885	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117886	MK117886	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117887	MK117887	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117888	MK117888	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117889	MK117889	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117890	MK117890	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117891	MK117891	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117892	MK117892	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117893	MK117893	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117894	MK117894	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117895	MK117895	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117896	MK117896	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117897	MK117897	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117898	MK117898	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117899	MK117899	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117900	MK117900	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117901	MK117901	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117902	MK117902	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117903	MK117903	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117904	MK117904	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117905	MK117905	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117906	MK117906	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117907	MK117907	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117908	MK117908	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117909	MK117909	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117910	MK117910	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117911	MK117911	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117912	MK117912	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117913	MK117913	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117914	MK117914	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117915	MK117915	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117916	MK117916	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117917	MK117917	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117918	MK117918	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117919	MK117919	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117920	MK117920	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117921	MK117921	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117922	MK117922	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117923	MK117923	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117924	MK117924	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117925	MK117925	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117926	MK117926	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117927	MK117927	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117928	MK117928	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117929	MK117929	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117930	MK117930	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117931	MK117931	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117932	MK117932	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117933	MK117933	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117934	MK117934	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117935	MK117935	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117936	MK117936	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117937	MK117937	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117938	MK117938	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117939	MK117939	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117940	MK117940	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117941	MK117941	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117942	MK117942	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117943	MK117943	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117944	MK117944	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117945	MK117945	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117946	MK117946	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK117947	MK117947	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK281626	MK281626	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK281628	MK281628	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK281629	MK281629	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK281630	MK281630	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK291251	MK291251	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK291252	MK291252	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-curated/MK291253	MK291253	-	L	Homo sapiens	-	NGA	-
alignment/AL_Lassa_Segment_L_MASTER/member/ncbi-refseqs/NC_004297	NC_004297	9281522	L	Homo sapiens	Josiah	SLE	-
